"symbol__gene_id","gene_id","module_color","module","A68ShootFlight","A68ShootFlight1","A68ShootFlight2","A68ShootFlight3","A68ShootGround","A68ShootGround1","A68ShootGround2","A68ShootGround3","D130ShootFlight","D130ShootFlight1","D130ShootFlight2","D130ShootFlight3","D130ShootGround","D130ShootGround1","D130ShootGround2","D130ShootGround3","WTShootFlight","WTShootFlight1","WTShootFlight2","WTShootFlight3","WTShootGround","WTShootGround1","WTShootGround2","WTShootGround3","band","chromosome_name","start_position","percentage_gc_content","transcript_count","gene_biotype","description","entrezgene_id","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons","symbol","set"
"NA__GOHIR.D06G166600","GOHIR.D06G166600","yellow","4",2.21620658678122,2.42013419803197,3.48251761949464,2.57249519080368,4.60650920920234,5.21084639713247,2.64466924019999,6.74541713017573,3.06518798921568,3.22424747500167,2,3.82287825459793,2.42308377791439,3.52243390118707,6.16610554721219,2,2,3.11175116310498,4.13895953530986,2.6513330449187,2.88297895560221,2,4.90724910991133,7.0857835858085,NA,"D06",59335199,NA,1,"protein_coding","LACCASE-12-RELATED",NA,2599,1707,2599,108,309,6,NA,"List"
"NA__GOHIR.D06G166800","GOHIR.D06G166800","yellow","4",2,2.22530702499796,2.37746796713408,2.57249519080368,3.36722730504187,5.07605319118489,2,6.82771420991897,2.24132005180405,2,2,2.88436690910893,2,2.34202686779743,5.75290312854277,2,2,3.11175116310498,3.37225007491313,2,2.31172873912689,2,4.90724910991133,6.98213250390188,NA,"D06",59535756,NA,1,"protein_coding","LACCASE-12-RELATED",NA,2515,1707,2515,29,295,6,NA,"List"
"NA__GOHIR.D07G017500","GOHIR.D07G017500","yellow","4",2.71957797689432,3.82186941256952,2,2,2.23330766528337,6.09633987201953,2.88367650908263,6.33700081537812,4.21458336424725,2.34172063620157,2,3.1820131104832,2,2.34202686779743,5.04707035435887,2.88482181931061,2,2.55034042698888,2.74922408898782,2.36211567114277,2.56792329405197,2.91987580026354,7.05645826675782,3.74601934467051,NA,"D07",1931271,NA,1,"protein_coding","PECTINESTERASE/PECTINESTERASE INHIBITOR 54-RELATED",NA,2476,1605,2476,53,230,3,NA,"List"
"NA__GOHIR.D07G041900","GOHIR.D07G041900","yellow","4",3.77615705803236,4.75422140575104,3.88422247656276,5.17585029151347,4.64750096391682,8.25869347336989,4.46127879825987,8.63763326363171,4.15685003319907,4.39951939632872,3.4581686629732,3.63917935507575,3.43506967371852,4.60482721735636,7.94355376229963,3.82359026799331,3.08955533621585,7.09621257581042,7.91258533674877,4.04907422729462,3.82070508175157,3.31416711239318,5.15301416211299,8.74071574204673,NA,"D07",4663665,NA,2,"protein_coding","X-BOX TRANSCRIPTION FACTOR-RELATED ",NA,5282,3128,5282,358,331,12,NA,"List"
"NA__GOHIR.D07G132200","GOHIR.D07G132200","yellow","4",4.08185133977688,5.75573411461885,6.96370766304019,6.78380164022845,6.33145027672472,8.55325341495442,5.77358163486684,9.34197180763324,5.20058578114279,4.66569794417924,5.09978430437146,6.11728929030725,4.83475734180146,5.64432394940406,8.63461113418018,4.6038860631746,5.4793287676953,6.70483243378998,6.87628890288014,5.21318739998855,5.34559162214393,4.97054112529951,7.17247246376601,9.42117064568646,NA,"D07",20649078,NA,1,"protein_coding","PERIPLASMIC BETA-GLUCOSIDASE-RELATED ",NA,4263,2394,4263,NA,428,5,NA,"List"
"NA__GOHIR.D07G210700","GOHIR.D07G210700","yellow","4",2.97823253640824,4.9873329225597,4.53230662711106,4.49246508104013,5.12485542026683,6.88231675901319,3.4276825686727,7.27762245138605,4.27009496393345,3.52148786792503,4.34418043100655,4.26507520656903,3.2407184095517,4.99203227218511,7.31956929863422,2.64557043148888,4.13233107114161,4.55496395696526,5.08572619708789,3.71478406110326,3.29111112720874,3.31416711239318,4.49676618994051,7.70615505736845,NA,"D07",54981694,NA,1,"protein_coding","X-BOX TRANSCRIPTION FACTOR-RELATED ",NA,4483,3102,4483,60,343,12,NA,"List"
"NA__GOHIR.D07G224000","GOHIR.D07G224000","yellow","4",2.85469414206043,5.95756516875718,3.31921301700808,3.5599192025286,4.80072758576051,6.59245826273,4.66723765728124,7.4117408977974,3.67124129487916,4.78238262478303,2.66223396262617,3.35101561111589,4.44102548525816,5.81857146675566,6.02465629994941,3.08998308067961,4.13233107114161,2.94775024566816,4.4093350692559,3.71478406110326,5.29330933933904,4.09440234949898,5.8077390411161,5.2969993520757,NA,"D07",57122659,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,5851,3783,5851,168,225,7,NA,"List"
"NA__GOHIR.D08G033000","GOHIR.D08G033000","yellow","4",2.21620658678122,2,3.31921301700808,4.29182354498414,3.15619527249291,4.17314270911246,3.08865834514957,5.62492874752734,2.4479996514291,2.34172063620157,2.36878579064934,2.35837915374809,3.60632031527194,2.34202686779743,3.92385395551021,3.2695683708911,4.13233107114161,4.66470103226311,6.05835434917604,2,2.16426759696535,2.67322618584733,5.11485192042985,6.24425327344437,NA,"D08",2603551,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,1355,594,1355,211,386,3,NA,"List"
"NA__GOHIR.D08G049000","GOHIR.D08G049000","yellow","4",2,2,2,3.14908589167165,3.03784742832721,5.39201185147178,2.35804782158611,5.86210508036309,2,2.34172063620157,2,2,2,2,5.62803897019802,2,2,3.73211984442581,4.13895953530986,2,2,2,2.76267051994353,6.52805419215081,NA,"D08",4607437,NA,1,"protein_coding","Targeting protein for Xklp2 (TPX2) (TPX2)",NA,1936,450,1936,95,439,6,NA,"List"
"NA__GOHIR.D08G056300","GOHIR.D08G056300","yellow","4",4.37949668071478,5.71916947099377,5.79281123346184,5.94197515506618,6.36870012603796,9.06575397072889,5.15175029049025,9.43154568565422,5.38789120292408,4.8903319934075,5.04991653743103,5.19811050401718,4.76414179767502,5.51524680508736,8.63190371780463,4.84958594126195,6.62584157207908,7.37981954687065,8.12452966949948,5.25690219658722,4.86216301936392,4.85672020051801,6.00841632922591,9.51003196732485,NA,"D08",5918152,NA,1,"protein_coding","X-BOX TRANSCRIPTION FACTOR-RELATED ",NA,5660,3123,5660,33,223,12,NA,"List"
"NA__GOHIR.D08G142100","GOHIR.D08G142100","yellow","4",3.90630421297607,8.5462343047668,5.22861515941914,4.49246508104013,4.47604509132653,7.96645520992227,3.82179741624117,7.85013397796743,2.78934949873028,3.52148786792503,3.6035298674839,5.00892066797541,4.9020771580067,5.1306916688614,7.86272646939908,4.13295390112547,5.15325254143213,3.73211984442581,5.48714268623528,3.2789047617014,5.0628849909885,4.66714605886763,6.46800051847716,7.76198831720911,NA,"D08",47391035,NA,1,"protein_coding","BORON TRANSPORTER 1-RELATED",NA,3914,2154,3914,481,227,12,NA,"List"
"NA__GOHIR.D08G197540","GOHIR.D08G197540","yellow","4",5.13099726755089,4.07433215382681,2.92385636079773,2.31446064497117,3.99420274756611,4.35880918980595,3.9324029322246,5.19973345037372,3.75144606094536,3.76782593681297,2.36878579064934,4.22212519935988,4.44102548525816,4.40069586355624,4.40181469900575,4.38755079317136,3.08955533621585,4.08780853003982,4.83349675776482,4.23542746728038,3.82070508175157,4.28247749937117,5.03535862153063,10.5142207358816,NA,"D08",60589874,NA,1,"protein_coding","Endothelin-converting enzyme 1 / ECE-1",NA,2663,486,2663,264,123,8,NA,"List"
"NA__GOHIR.D09G064100","GOHIR.D09G064100","yellow","4",3.63309443821026,4.9873329225597,4.10086297294918,4.55358985866488,4.47604509132653,7.47116838335885,4.78983326589884,7.8102063798374,3.96834148901325,3.87682968160896,3.2965032520356,4.38674804091344,3.60632031527194,4.47199747563354,7.31956929863422,3.93424794101844,5.32548353261474,5.73415975743482,6.59396391350102,3.2789047617014,3.14141348401835,2.91987580026354,4.00673698670243,8.10195748772711,NA,"D09",32139611,NA,1,"protein_coding","CHITINASE-RELATED ",NA,2019,957,2019,45,303,3,NA,"List"
"NA__GOHIR.D09G147400","GOHIR.D09G147400","yellow","4",2.57048741135079,3.42774564419035,2.92385636079773,3.14908589167165,3.36722730504187,6.18088716210179,2.88367650908263,6.29132433188909,2.78934949873028,3.22424747500167,2,3.82287825459793,2.74981818715564,3.2250778495991,5.90417246982279,2.35859751627867,2,3.11175116310498,3.80594922847068,3.2789047617014,2.44550545566904,2.91987580026354,4.81505177241008,6.84112944628691,NA,"D09",45369198,NA,1,"protein_coding","BETA-1,4-XYLOSYLTRANSFERASE IRX9-RELATED",NA,2129,1107,2129,93,310,3,NA,"List"
"NA__GOHIR.D09G150200","GOHIR.D09G150200","yellow","4",2,3.2340156722936,3.76234000623057,4.14066522749712,3.78967829404287,7.16567096606901,2.35804782158611,8.10239662677183,2.62874677778667,2,2.36878579064934,3.87925704034284,2.42308377791439,3.76885131431433,7.51442687343666,2,4.13233107114161,3.51486701358104,4.96511669745649,2.6513330449187,2.7854101772743,2.37553156879275,4.86188681498821,8.46604048018616,NA,"D09",45641711,NA,2,"protein_coding","LACCASE-2",NA,2981,1734,2884,144,427,6,NA,"List"
"NA__GOHIR.D09G152500","GOHIR.D09G152500","yellow","4",6.04621219850379,4.01523639596289,3.88422247656276,5.39208655591041,6.17201684819949,7.1149984303619,6.6568038172667,6.77890138302652,4.47296698273301,4.66569794417924,4.16838123875619,3.35101561111589,5.83701755538748,6.32157207009752,7.80621091906795,6.48836028122941,6.33467080865961,5.07568654100133,7.28180198385621,4.04907422729462,6.7639192638462,5.17433797302729,6.91926322682129,7.92459429000674,NA,"D09",45872331,NA,1,"protein_coding","heat shock 70kDa protein 1/8 (HSPA1_8)",NA,3072,1941,3072,102,312,2,NA,"List"
"NA__GOHIR.D09G179700","GOHIR.D09G179700","yellow","4",2.71957797689432,4.51922187594752,3.31921301700808,3.5599192025286,3.03784742832721,6.58005785222059,3.08865834514957,7.02200737527461,2,2.34172063620157,2,2.6452124655781,2.42308377791439,2.61830656417798,4.24055985157985,2.35859751627867,3.08955533621585,3.73211984442581,4.28047194084839,3.09844485322298,4.28069076542929,3.87808073440553,5.48764260699626,5.64123374178192,NA,"D09",48686509,NA,2,"protein_coding","PROTEIN ABIL2-RELATED",NA,2532,936,2532,345,307,9,NA,"List"
"NA__GOHIR.D10G036000","GOHIR.D10G036000","yellow","4",3.96722439201526,5.60356302071636,5.401892161878,5.66564743131497,5.52752323234878,8.43084579874143,4.8474335402701,8.72182440192259,5.25662821927466,4.66569794417924,5.5217495441966,4.60305689361054,3.75938304448423,5.2162406497125,8.29113269005035,4.22290501778909,4.95763719323603,6.40618001254055,7.24773561047134,5.34054807614811,4.16906373990131,4.44883807723355,6.16601547972395,9.15535815890806,NA,"D10",3172968,NA,1,"protein_coding","X-BOX TRANSCRIPTION FACTOR-RELATED ",NA,4449,2925,4449,147,222,12,NA,"List"
"NA__GOHIR.D10G095000","GOHIR.D10G095000","yellow","4",2.57048741135079,3.01017545544712,4.45572797148468,2.7913056449142,2.23330766528337,6.50333007871149,3.70200287017715,6.64003259125715,2.24132005180405,2.61780080759122,2.36878579064934,3.57235302301233,2,2.61830656417798,5.69182149019607,2.88482181931061,5.15325254143213,3.25899741217106,5.54439317824981,2,4.35058200330629,2.37553156879275,5.73412426576733,6.35213145649779,NA,"D10",12933800,NA,1,"protein_coding","L-ascorbate oxidase / Ascorbase",NA,3697,1617,3697,157,287,9,NA,"List"
"NA__GOHIR.D10G107100","GOHIR.D10G107100","yellow","4",2.57048741135079,3.6768713025492,2.92385636079773,3.67442448028683,3.26556647560009,5.78673755402503,3.08865834514957,6.33700081537812,2.93385115214148,2.34172063620157,2.36878579064934,3.42862952518244,2.74981818715564,2.61830656417798,5.81150336151101,2.88482181931061,2,3.82959454406705,5.0466327425491,2.6513330449187,2.56792329405197,2,4.23736512307555,6.52805419215081,NA,"D10",16413872,NA,1,"protein_coding","ASPARTYL PROTEASES ",NA,1728,1335,1728,252,141,1,NA,"List"
"NA__GOHIR.D10G127500","GOHIR.D10G127500","yellow","4",4.58782750339681,7.36555920545766,4.10086297294918,4.36185067455433,5.38935445803233,6.93195227548056,4.78983326589884,7.94167942780989,4.03395286269581,5.03847337557801,3.6035298674839,5.00892066797541,3.75938304448423,4.83861518637413,7.35939448527122,2.35859751627867,4.13233107114161,3.73211984442581,6.9522914928915,3.71478406110326,6.30838559335923,5.26636778164258,6.20286489222808,6.81119632289309,NA,"D10",23084859,NA,1,"protein_coding","Probable lipid transfer (LTP_2)",NA,906,306,906,346,254,1,NA,"List"
"NA__GOHIR.D10G145100","GOHIR.D10G145100","yellow","4",2,4.18572262978845,2,2.31446064497117,3.78967829404287,6.09633987201953,2.35804782158611,5.86210508036309,2,3.22424747500167,2,2.50891254229054,2,3.2250778495991,4.79935399207486,2.64557043148888,2,2.30125471211252,2,2.8921408650027,4.24443302050836,2,2.76267051994353,5.2969993520757,NA,"D10",31428489,NA,1,"protein_coding","HIGHLY SIMILAR TO RECEPTOR-LIKE PROTEIN KINASE-RELATED",NA,4066,3399,4066,279,287,2,NA,"List"
"NA__GOHIR.D10G177700","GOHIR.D10G177700","yellow","4",2.21620658678122,3.6768713025492,3.31921301700808,4.55358985866488,4.3820163839095,7.51090667207228,3.57135297758271,7.718270797406,2.78934949873028,3.64990826082861,2.66223396262617,3.26898764243196,3.0160479299037,3.76885131431433,7.11763387057659,3.82359026799331,5.15325254143213,5.68290987397288,6.81944046284514,3.2789047617014,2.68076114072744,2.37553156879275,3.62755307871061,8.1505790099976,NA,"D10",52445084,NA,1,"protein_coding","CHITINASE-RELATED ",NA,1546,576,1546,417,422,2,NA,"List"
"NA__GOHIR.D10G206900","GOHIR.D10G206900","yellow","4",3.19748833520401,6.01902048446296,2,3.29940877964369,4.5208568821251,6.26075276556441,3.26810619600039,6.60312140592584,2.24132005180405,4.2454163949661,2.66223396262617,2.6452124655781,3.43506967371852,3.65089734552499,6.41316299657021,2.64557043148888,2,2,3.70912675476223,2.6513330449187,4.65678696360269,2.91987580026354,4.08777918202374,5.16121409872378,NA,"D10",59664124,NA,1,"protein_coding","Psoralen synthase",NA,1772,1524,1772,11,147,2,NA,"List"
"NA__GOHIR.D10G207000","GOHIR.D10G207000","yellow","4",2,2,2.6763755803175,2,3.36722730504187,7.04454172898865,2,7.67446323107485,2,2.61780080759122,2.36878579064934,2.19028918046692,2,2.85008600481449,7.31282355882773,2,2,2.30125471211252,3.89668039006826,2,3.14141348401835,2.37553156879275,4.37288795999587,5.339562310606,NA,"D10",59700247,NA,1,"protein_coding","Psoralen synthase",NA,1863,1524,1863,84,170,2,NA,"List"
"NA__GOHIR.D10G222000","GOHIR.D10G222000","yellow","4",2.21620658678122,2,2,2,2.23330766528337,6.06108303566441,2,6.87492938868905,2,3.04898135133229,2,2,2,2,7.18567389864876,2.35859751627867,2,2,3.70912675476223,2,2.88297895560221,2,2,4.43678700890159,NA,"D10",62758977,NA,1,"protein_coding","Ankyrin repeat (Ank_3) ",NA,2035,1521,2035,87,349,2,NA,"List"
"NA__GOHIR.D11G112500","GOHIR.D11G112500","yellow","4",5.10412327750655,5.75573411461885,4.37485551897382,4.55358985866488,5.2631580184824,6.51640478024209,6.18452745956814,8.60999241305778,4.65079645120433,4.32452450265659,4.70797674486394,5.3454681844815,7.10423030158735,6.41499775892102,9.03580925123851,6.55914351765371,6.62584157207908,5.83150127270722,8.6267456237479,5.3806199859311,4.31605957736729,5.65482289684143,7.3223314172144,9.00811187806217,NA,"D11",10455065,NA,1,"protein_coding","GLYCOGENIN ",NA,3242,1011,3242,155,1531,4,NA,"List"
"NA__GOHIR.D11G165500","GOHIR.D11G165500","yellow","4",2,3.82186941256952,3.13503548238283,3.5599192025286,3.03784742832721,5.89080830522273,2.88367650908263,6.42423166364124,2.62874677778667,2.34172063620157,2.66223396262617,2.76973957966326,2.42308377791439,2.85008600481449,6.08924033321756,2,3.08955533621585,4.16453982899686,4.63694837679835,3.2789047617014,2.97436512420162,2,3.62755307871061,6.84112944628691,NA,"D11",17787595,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,2168,1302,2168,126,185,7,NA,"List"
"NA__GOHIR.D11G203600","GOHIR.D11G203600","yellow","4",5.7319766171009,4.9873329225597,4.45572797148468,3.78050607158505,2.61030411631385,6.39423421423709,3.57135297758271,6.42423166364124,4.65079645120433,5.03847337557801,3.8565437518839,3.1820131104832,2,2.85008600481449,4.67861643456034,6.29453283196822,2,4.43618756503281,4.4093350692559,2.6513330449187,3.96137482553815,3.31416711239318,4.43615628032769,4.95766640945834,NA,"D11",26810450,NA,1,"protein_coding","CINNAMYL ALCOHOL DEHYDROGENASE 4-RELATED",NA,2120,1059,2120,361,310,5,NA,"List"
"NA__GOHIR.D11G240900","GOHIR.D11G240900","yellow","4",2,2.5917541056907,2.6763755803175,2.57249519080368,3.71450969127155,5.74291206777623,2.64466924019999,6.38127542785664,2.62874677778667,4.16171756553127,2,2.19028918046692,2.74981818715564,2,5.46723660269767,3.93424794101844,2,2.30125471211252,3.60533583869366,2,3.14141348401835,2,4.08777918202374,5.46019870372441,NA,"D11",51084290,NA,1,"protein_coding","SULFOTRANSFERASE  SULT ",NA,1956,1131,1956,401,424,1,NA,"List"
"NA__GOHIR.D11G283500","GOHIR.D11G283500","yellow","4",2,3.12643243559972,2,2,2,5.55294467408651,2,6.29132433188909,2,2.34172063620157,2,2.50891254229054,2.42308377791439,2.61830656417798,6.18099909637896,2,4.73127487487708,2.30125471211252,3.60533583869366,2,3.06030575205938,2.37553156879275,4.37288795999587,5.46019870372441,NA,"D11",62373814,NA,1,"protein_coding","nicotianamine synthase (E2.5.1.43)",NA,1415,960,1415,96,359,1,NA,"List"
"NA__GOHIR.D11G343800","GOHIR.D11G343800","yellow","4",2,3.01017545544712,3.31921301700808,3.87931889104006,3.86112358891331,5.720489757292,3.9324029322246,5.98196078064385,2.4479996514291,2,2.36878579064934,3.1820131104832,2.74981818715564,3.04973148124057,5.75290312854277,3.08998308067961,4.95763719323603,3.62757903458087,3.89668039006826,2,2.7854101772743,2,4.81505177241008,6.56439694922286,NA,"D11",72443435,NA,1,"protein_coding","Fasciclin domain (Fasciclin)",NA,879,726,879,26,127,1,NA,"List"
"NA__GOHIR.D11G347800","GOHIR.D11G347800","yellow","4",2.71957797689432,4.18572262978845,4.37485551897382,4.29182354498414,4.64750096391682,7.1573481779941,2.64466924019999,7.25400514374098,3.49607242737953,4.2454163949661,3.8565437518839,4.03626867576596,3.2407184095517,4.24656186090393,6.81753989283062,3.82359026799331,2,5.75911776292666,6.01850166749776,4.04907422729462,3.60888010477626,2.91987580026354,4.23736512307555,7.76198831720911,NA,"D11",72717581,NA,1,"protein_coding","LACCASE-10-RELATED",NA,2619,1671,2619,110,470,5,NA,"List"
"NA__GOHIR.D12G151000","GOHIR.D12G151000","yellow","4",2.21620658678122,3.3341300574774,4.19809144001549,3.29940877964369,3.03784742832721,6.55493262033261,2.88367650908263,7.68333180857631,2.24132005180405,2.34172063620157,3.8565437518839,2.88436690910893,3.0160479299037,3.38140341602474,6.95385764107183,2.35859751627867,4.73127487487708,2,5.33321107507359,2,3.29111112720874,3.31416711239318,4.61084352918994,6.50953363153981,NA,"D12",47849490,NA,2,"protein_coding","FAMILY NOT NAMED ",NA,1818,1236,1818,60,228,4,NA,"List"
"NA__GOHIR.D12G190100","GOHIR.D12G190100","yellow","4",6.61134264749,8.49308215741219,6.4939235484359,6.0306397538354,5.94422251721385,8.49829844074216,5.32395986246001,9.03062908040555,6.93054565584943,4.99076334378564,6.68692497641657,8.58115375128211,4.68989114648585,6.11434235079684,8.31495872920853,4.84958594126195,8.12542680813083,4.23739536021525,5.23229630882768,6.44808062509658,6.80806263328719,4.66714605886763,8.63262576711887,7.88203341174865,NA,"D12",54115180,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,1918,1215,1918,54,377,4,NA,"List"
"NA__GOHIR.D12G246900","GOHIR.D12G246900","yellow","4",5.74942486454421,6.09233182702924,6.43530413989937,6.50307219515738,6.54175815365512,8.90354692597029,4.95616258171281,8.8883136314841,4.77111651735779,5.84432089087916,5.5217495441966,5.65092268371184,4.52883790385157,6.13645718305856,8.20632032749474,6.0945903187326,7.16874691607974,6.63912837897146,7.37153755464731,4.3202915549514,6.22710691078053,4.73314430680075,6.77988346859597,9.20799597023291,NA,"D12",60303411,NA,1,"protein_coding","caffeic acid 3-O-methyltransferase (E2.1.1.68, COMT)",NA,2328,1098,2328,153,418,4,NA,"List"
"NA__GOHIR.D12G274150","GOHIR.D12G274150","yellow","4",3.55586561488141,3.95361617918165,3.48251761949464,4.7228098825423,5.59194271349205,4.71694299961154,6.68867027226373,5.19973345037372,5.05014469826483,2,4.99826315077634,2.19028918046692,2,2.61830656417798,5.01418172138893,2,5.15325254143213,2,2.53995355894163,2.6513330449187,4.41724324078622,2,2.94773176571744,3.86734593279447,NA,"D12",62966117,NA,1,"protein_coding",NA,NA,714,135,714,249,330,1,NA,"List"
